"진짜 자막뒤 검정화면 없애줘요 정말 너무 불편해요 이게뭔가요 하나같이 다 업데이트 하면 다 이상해요 짘짜","-0.3081602177737785","0.35743418237258007"
"갤럭시 폴드4 에서 한국드라마 한글자막 끄기 없어서 강제로 자막 봐야됨","-0.3709040846637346","0.4320460923128405"
"참좋아요. 모든게. 잘보고.","-0.5451912604650412","0.765555067018709"
"노트7FE에서 잘 봤는데 갑자기 오늘 기기에 호환되지 않습니다 라고 문구가 뜨면서 아무것도 안되네요. 제거했다가 재설치할려고하니 설치도 안되네요. 방법이 없는건가요?","-0.2546462224702218","0.27090517875069237"
"자막 진짜 언제 고치냐? 아직도 검정배경이냐.","-0.5059797231340565","0.19481563221976708"
"자막 검은화면 언제 바꿀꺼임? 최악임","-0.43380114597478936","0.5253785312154489"
"어느새인가부터 드라마 재시청시 처음부터재생.됨 내가 어디까지 봤더라 해서 바를 또 움직여야함","-0.34691623829071533","0.49568944740730136"
"모델명 갤럭시 노트 10 갤럭시북 플렉스 재생 전혀 안됨","-0.20997141102724937","0.14373595768090727"
"자막 검정배경 얘기가 이렇게 많은데 바꿀 생각을 안하네","-0.38496471895444007","0.5906083100283129"
"검은색 자막 배경 때문에 별 하나 빨리 해결 부탁드려요 불편해요","-0.4002104600443","0.6327680223971962"
"자막 디자인 돌려내.","-0.44629585083482043","0.9921756294745342"
"얘네 자막 배경 고칠 생각 없으니까 최신버전 삭제하고 7월말 이전 구버전 다운받아서 보세요 자막 멀쩡하게 나옵니다","-0.38216243639085906","0.40046865743751653"
"좋은데요 제가 넷플릭스를 들어갔는데 접속을 할 수 없다고 뜨고 재시도를 눌러봐도 자꾸 안됨요. 와이파이도 빵빵하고. 뭐죠.","-0.30509879460845807","0.2686192759039594"
"넷플릭스의 설정이 들어가는데 계속 홈으로 가고 프로필 설정으로 들어가는데 계속 저절로 앱 밖으로 가요 이것좀 수정해주세요.","-0.33715937069215157","0.4830000660356349"
"가입이 너무 어렵네요","-0.4157716001857779","0.4208268299006024"
"수리남이 안나와요","-0.24528632923084812","-0.007523608380067751"
"오늘 갑자기 스마트폰 앱이 뜨지 않아요.땡기네요","-0.3708683604922217","0.20265047048859114"
"로그인 할때 어떤카드를 쓰겟습니까 라고 나오는데 구글기프트카드라고 적어주시고 업데이트 하면 구글기프트 카드 결재로해주세요. 구글 로그인 업데이트로 추가 해주세요. 네이버 로그인이랑 구글 로그인 페이스북 로그인 트위터 로그인 추가를 해주세요. 공짜로 보게 해주세요.","-0.24522781924432993","0.3202700256152403"
"일부 회당 영상에서 자막이 설정이 꺼져있거나 나오질 않습니다 심지어 대화중 영어를 쓰는데 자막제공이 안됩니다.왜그런지 이유좀 알려주세요 그리고 일본애니에 음성이 영어인거죠?","-0.28785142143618464","0.375473268151003"
"아니 도대체 자막 설정 언제 넣어줌? 자막때메 못보겠네","-0.4316300190116451","0.567641084615732"
"자꾸 재미있던게 사라져요 어벤져스나 스타워즈좀 부탁드려요.","-0.30254488410796626","0.7629350871361162"
"자막 설정 좀.","-0.5563252424470904","0.5812384620313207"
"휴대폰에서 넷플릭스가 안 열려요","-0.2575266388122431","0.5442748674339568"
"다 좋은데 자막 검은 배경좀 제발.제발. 몇 달 째여 이게.","-0.50077019968641","0.4098460944216"
"자막자막자막！！！！！！시꺼먼배경 짜증나서못보겠네진짜 별짓 다하다 남겨요","-0.14386741951271978","0.4521900192998125"
"재밌게 보는데 배경에 검은호 면","-0.48507823755762336","0.9884518191410439"
"다 좋아요.","-0.36207557795395257","-0.35708328093636155"
"돈아까워. 이젠 빠이빠이","-0.3968870240068991","0.08283528704361112"
"별한게도 안줄있으면좋겠는이유 1. 시리즈 누르면 장르 선택이있는데 세부장를 누를 수도없음 2. 장르게 들어간다고 한들 찾으라고 하는건지 아님 그냥 나와있는데로보라고하는건질 모르겠음 3. 다른어플들은. 세부적이로나오고 추천도있고. 찾기도편한게. 이건 찾기고어렵고 세부적인것도없고 무슨말인질모른겠고 솔직히 개발자는 본인이 많들어 놓고 이어플에 관심이없는것같습니다. 개발자생각이아니라 사용자에 맛게 수정 요망 어플에관심이없는듯한것같네요","-0.15742981304720777","0.21656366792209575"
"오프라인 저장이 일부만 될 경우에는 와이파이가 연결되어있음에도 다음 화로 넘기는 버튼이 뜨지 않음. 밖으로 나가서 회차 보기에서 다음 화 선택해야됨","-0.32593731295270895","0.3208865460925864"
"안드로이드에서 자막 끄기가 안됨","-0.24960340829999825","0.446143559552083"
"이번에 자막 너무 별론데 도대체 왜 검은색 바탕을 쓴거지 너무 거슬리고 안보여요","-0.41804038212669076","0.4004139882132795"
"너무 좋아요 심심할때 보면 재밌고 시간도 빨리가용","-0.2991559927925883","0.4337952286457815"
"좋아하는거 있긴한데 볼만한 영화나 만화 그런거 나와요","-0.3370059288171691","0.47954409542926096"
"팝업재생시 자막만 보이는 현상이 자주 일어납니다. 확률적으로 90 나됩니다. 팝업재생으로 영상을 볼수없는데 비싼 비용을 지불하고 넷플릭스를 계속 구독해야할지 의문입니다.","-0.21057606121796985","0.34028157466218395"
"너무너무 재미 있었어유","-0.3182457452877187","0.3529419438876378"
"이번 들어온 슬램덩크 정말 감사합니다 정말정말 고맙습니다 재밌게보고있습니다 넷플릭스 화이팅","-0.2482582475098073","0.3079777551091531"
"화질도 좋고 왠만하면 좋긴한데 녹화나 캡쳐를 못하네요.","-0.3714626123236299","0.6656502918563131"
"정말 조아요","-0.35465491147237194","-0.2169986399792911"
"화면상 우측에는 볼륨키 넣어 달라고 좌측에는 화면 밝기가 있다. 어플 만든 수준이 왜 그래 좌에서 우로 밀어서 감기와 되감기도 만들어서 넣어라 리뷰를 쓸 수 있는 공간을 만들어라 모두 만들지 않으면 탈퇴한다","-0.31958199816034377","0.3177722901853623"
"애니메이션 너무 적음","-0.2949341824557786","0.6518080635897707"
"포켓몬스터 영어 버전 있으면 좋을것같아요","-0.3624271600884987","0.42108545908307615"
"자막 뒤 검은 배경 좀 어떻게 해결해 주세요. 분명히 설정은 배경색 없음으로 되어 있는데 앱을 지웠다 다시 깔고 로그아웃을 반복하고 스마트폰 자체 설정을 바꾸고 별별 짓을 다 해도 검은 배경이 안 사라집니다. 배경이 화면을 가려 영상 시청에 불편함이 있으니 수정 부탁드려요","-0.31462531620638434","0.2706239764868123"
"아니.업데이트했는데 계정이 튕겨서 다시 들어가려는 데 안 들어가지는 건 또 뭔가요.? 장난하자는 겁니까?","-0.2665064981435946","0.369801763690544"
"운영자님 시리즈중에 하우스 오브 드래곤 올려주세요 부탁드립니다","-0.3124262495798024","0.3846971128531052"
"걍 좋아요","-0.21921971218142236","-0.21921971218142236"
"잘사용 하고 있습니다","-0.2949266426486342","0.3513210395583413"
"재밌게 보다가 어제부턴가 앱을 들어가자마자 계속 튕십니다. 어떡할까요?","-0.29757168524866406","0.3317305324292392"
"업데이트 후 자막에 검은색 배경 생겨서 불편함. 없앨수도없음. 업데이트하지마세요. 업데이트하고 이틀째 자막 검은색배경이 없어졌습니다.","-0.303608953753706","0.27421282366601046"
"자막에 이상한 검정색 바가 새겨서 보기가 너무 불편함 이런거 빨리 고쳐주면 좋을듯","-0.34043867815550566","0.67946310829195"
"결제하고 다했는데 왜 로그인함 계속 가입하라 하나요","-0.318412023065864","0.40905306497003185"
"이미 가입 및 결제도 다되있고 멤버쉽 진행 중인데 왜 계속 가입완료하라면서 이용 못하게하는거죠? 조치부탁드립니다","-0.31116459110119643","0.4638561835097967"
"한국말고는 볼거 개뿔하나도 없네","-0.24926506659761044","0.28377893794264386"
"넷플릭스 돈 내고 보는건데 자꾸 끊기고 지금은 접속도 안되네요. 해지하라는 소리죠?","-0.2830053053893722","0.3410432166767873"
"챗봇상담인지 괜찮네요","-0.23150519219303609","0.0016478624424033678"
"업데이트 이후로 스마트폰에서 계속 앱오류가 발생합니다","-0.25199165088808356","0.13310751235822074"
"8.39 버전으로 업데이트 후 앱크래시 나서 안됨.","-0.3961174463662867","0.21070440675587504"
"자막 최악","-0.3191696663427334","-0.3191696663427334"
"그 왜 시즌이 올라가면 전시즌이 왜 없어지는 건가요? 그것좀 없애주세요. 재발요 아그리고 오소마츠상 1기 다시 살려주세요","-0.3701312828982736","0.5022590149403875"
"어제부터 앱 열자마자 계속 크래시","-0.3903040825665311","0.39444720003802636"
"모바일로 넷플릭스를 보고 싶은데 켜지라는 넷플릭스는 안켜지고 넷플릭스 로고화면만 계속 뜨는데 이걸 언제쯤 고쳐주려나.","-0.30821846244141027","0.19533457204622826"
"앱 실행 후 자동으로 종료됩니다. 빠른 확인이 필요해요.","-0.26951870817336054","0.27838524226140293"
"모바일버전에서 자막 사용시 뒤에 검은색 칸좀 없애면 안되냐?업그레이드를 했는데 옆그레이드도 아니고 다운그레이드가 되면 돈내고 쓰고 싶겠어? 내가 영어 일본어 고자라 자막에 영상 가리는건 어쩔수 없는데 그부분은 좀 최소화 해야되는거 아니냐고. 자막 시인성이 떨어지면 크기를 좀 조절할수 있게 해놓던가 12년 전에 최초의 동영상 어플리케이션도 이정도는 아니야.","-0.24951851604204747","0.2447759734342307"
"잘 보고 있어요. 잘 보고 있는데 넷플릭스 콘텐츠가 3 4살 것만 자주 나와서요. 작년까진 괜찮았는데 올해부터 넷플릭스가 초심을 잃어가네요. 일루미네이션 같은 애니는 커녕 바비의 엄지공주 이딴 것만 나와서 새로운 콘센츠가 기대가 가질 않네요. 제발 초심 잃지 말아주세요.","-0.2594050591357802","0.316365277577854"
"앱 진입이 안되요 계속 자동 종료되는데 언제 수정되는 건가요?","-0.37642357289214334","0.2921124486753121"
"아니 왜 자꾸 티비로 넥플릭스 보면 계속 꺼져요? 진짜 열번도 넘게 꺼지고 렉너무 심한데 좀 고쳐줘요","-0.4238209355116343","0.5499232373047774"
"자막 혹시 10년뒤에 수정할 생각이신건가요 정말 일 잘한다.","-0.39910371108085946","0.2431910962051153"
"앱 열면 꺼지고 열면 꺼지고 버그 발생했다고 업데이트하라는 안내문만 하루종일뜨는데 정작 새로운 버젼은 아직 안나왔고. 어떡하란거죠?","-0.2740318640542833","0.2750945260779568"
"아니 있는게 뭐야? 볼려는건 하나도 없어","-0.42648801019717164","0.4911999731631579"
"말이 필요한가","-0.2723891485600601","-0.15049115280740408"
